  Dados detalhados das AIH - por local internação - Pernambuco
Valor aprovado por Procedimento e Ano/mês atendimento
Período:Jan/2008-Mar/2021
"Procedimento";"1995/Ago";"1999/Ago";"2000/Jan";"2000/Set";"2001/Jan";"2002/Mar";"2003/Jan";"2005/Mai";"2006/Set";"2006/Dez";"2007/Jan";"2007/Fev";"2007/Abr";"2007/Jun";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"0413040089 MAMOPLASTIA PÓS-CIRURGIA BARIÁTRICA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;788,44;-;-;788,44;788,44;788,44;-;788,44;788,44;788,44;-;1703,04;-;851,52;-;851,52;-;-;2554,56;-;-;851,52;1703,04;-;1703,04;851,52;-;-;1703,04;-;1703,04;2554,56;1703,04;851,52;1703,04;-;4257,60;2554,56;863,13;-;851,52;-;1703,04;-;-;851,52;1703,04;1703,04;2554,56;851,52;1703,04;1703,04;1703,04;-;851,52;3406,08;1703,04;2554,56;1703,04;1580,21;3406,08;1703,04;851,52;2554,56;1580,21;851,52;851,52;851,52;-;-;851,52;1703,04;2554,56;-;2554,56;851,52;851,52;2554,56;851,52;4257,60;2431,73;851,52;-;1703,04;851,52;1703,04;2554,56;1703,04;-;1703,04;851,52;1703,04;2554,57;-;851,52;1609,70;1703,04;1703,04;851,52;2554,56;2554,56;1703,04;1703,04;3406,08;2554,56;851,52;1703,04;5109,12;4257,60;2554,56;851,52;3406,08;4257,60;851,52;1703,04;3406,08;2554,56;1703,04;851,52;3406,08;2554,56;1703,04;-;2554,56;1703,04;851,52;4257,60;1703,04;851,52;3406,08;851,52;1703,04;2554,56;1703,04;1703,04;2554,56;1703,04;851,52;1703,04;1580,21;2554,56;-;-;-;-;1703,04;-;-;-;851,52;851,52;-;-;-;-;-;-;-;211013,88
"0413040097 PREPARO DE RETALHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;231,59;-;-;231,59;-;-;231,59;-;-;-;-;-;-;-;-;-;-;250,12;-;-;-;-;250,12;550,55;-;577,77;1204,00;-;693,29;-;-;-;-;-;-;-;250,12;-;-;-;-;-;-;-;-;-;470,90;250,12;-;-;-;-;202,93;217,25;464,31;500,24;-;-;-;-;500,24;250,12;-;250,12;250,12;-;264,83;-;800,93;-;809,63;1011,90;1624,53;392,75;662,59;1658,82;1112,64;1217,19;765,77;605,43;396,13;784,46;-;201,08;585,18;1176,06;613,76;405,64;1046,50;597,79;-;379,65;1009,83;793,10;463,36;1020,86;445,71;220,51;250,12;210,44;754,52;441,94;214,96;184,91;824,91;1299,80;465,54;629,09;-;560,98;499,76;2310,44;667,38;1516,66;436,10;895,00;1991,47;667,35;353,74;1852,34;-;649,34;397,95;216,22;-;447,05;-;236,43;446,58;214,97;204,29;218,27;380,78;378,51;714,11;-;279,77;837,93;-;456,59;431,25;538,47;179,35;307,01;-;716,33;605,32;-;202,93;519,80;214,96;835,14;716,78;990,86;-;58258,16
"0413040100 PREPARO DE TUBO PEDICULADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;458,58;-;-;-;-;444,69;-;-;-;973,82;-;-;-;-;-;486,91;973,82;486,91;-;-;-;-;486,91;480,24;-;-;-;-;973,82;-;486,91;-;-;-;-;-;486,91;486,91;486,91;-;486,91;486,91;-;-;973,82;973,82;537,22;486,91;-;-;-;-;-;973,82;-;-;486,91;-;-;-;-;-;973,82;-;-;-;-;-;521,40;-;-;-;-;-;-;-;486,91;-;486,91;973,82;486,91;-;-;-;-;-;-;-;-;486,91;486,91;486,91;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;486,91;-;-;-;-;-;-;-;-;-;-;-;-;-;813,69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;925,83;-;-;-;-;20736,59
"0413040119 RECONSTRUCAO DE LOBULO DA ORELHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2117,43;1016,37;3049,11;2659,14;4065,48;1693,95;1693,95;4061,74;3049,11;2032,74;1408,25;2298,19;1959,40;2366,27;1567,52;1970,97;2362,85;3526,92;2359,02;6676,95;1959,40;1959,40;3855,19;3938,15;1594,61;3142,78;2366,76;3534,66;3922,67;3945,89;1967,14;3542,40;5102,18;3534,66;3927,35;1187,21;4330,03;1959,40;4337,28;3518,17;4138,37;4661,20;2747,03;2687,29;6938,58;4966,33;8114,22;3865,04;1567,52;4710,30;4787,73;3612,09;4290,05;6747,13;3946,34;2743,16;3612,09;7482,85;4395,85;2351,28;1175,64;1959,40;2685,53;3077,41;3946,34;5435,12;2810,50;783,76;6285,64;4683,66;7395,83;3526,92;1959,40;5084,13;3124,73;-;1175,64;1175,64;2137,14;2216,71;2351,28;2743,16;3908,49;2743,16;2351,28;2351,28;1959,40;2351,28;1503,90;3135,04;1165,24;3124,73;1959,40;783,76;2351,28;1557,21;2340,97;1878,50;4251,23;5196,78;1561,08;2732,85;944,24;3506,30;3918,80;2737,25;2747,03;1949,09;2743,16;2743,16;1175,64;391,88;2275,44;1156,74;783,76;1579,10;1175,64;2743,16;765,15;2624,78;1959,40;1959,40;2948,82;1503,90;3526,92;3855,18;1895,78;1175,64;5963,37;3879,37;3135,04;783,76;2068,31;1611,61;1949,09;783,76;3079,41;1567,52;391,88;7441,49;6624,53;1567,52;3404,32;2286,42;4199,69;2499,94;1567,52;986,67;-;-;-;-;-;1175,64;2287,66;666,60;-;1175,64;1164,71;391,88;436304,29
"0413040127 RECONSTRUCAO DE POLO SUPERIOR DA ORELHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;245,88;245,88;-;245,88;491,76;-;245,88;-;975,03;960,36;983,52;563,44;-;281,72;1694,19;1408,60;845,16;281,72;563,44;1408,60;843,56;1123,40;1420,21;1983,65;849,03;-;845,16;281,72;1087,97;285,59;567,31;1125,28;285,59;-;860,64;281,72;841,75;281,72;563,44;281,72;563,44;281,72;-;281,72;281,72;281,72;-;-;289,68;281,72;-;-;554,10;281,72;418,59;-;563,44;845,16;281,72;281,72;1282,54;845,16;-;-;845,16;281,72;-;264,60;903,91;-;281,72;281,72;281,72;563,44;281,72;272,38;-;-;281,72;-;-;563,44;563,44;-;281,72;-;-;281,72;-;-;845,16;-;-;-;281,72;-;-;281,72;-;281,72;503,05;835,82;281,72;-;563,44;-;272,38;260,99;-;-;-;1408,60;-;-;643,19;-;272,38;-;264,60;-;-;-;-;-;-;-;563,44;-;-;245,06;-;-;245,50;538,76;544,76;268,02;-;281,72;281,72;967,20;-;281,72;252,37;-;-;-;-;-;-;-;-;-;-;-;-;-;1098,86;264,60;-;-;51926,74
"0413040135 RECONSTRUCAO DO HELIX DA ORELHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;245,88;-;-;-;245,88;-;-;-;-;-;281,72;-;-;-;-;-;-;-;-;-;281,72;-;301,07;281,72;651,51;-;281,72;-;-;281,72;281,72;-;-;-;-;281,72;-;281,72;-;-;281,72;-;529,68;-;281,72;-;289,46;369,39;790,29;-;272,38;413,34;-;-;-;-;710,50;-;-;-;-;1126,88;281,72;-;529,68;-;-;281,72;-;-;253,30;563,44;554,10;281,72;554,10;-;-;-;-;-;281,72;-;-;-;281,72;322,43;-;1467,22;-;-;-;281,72;-;-;516,53;-;-;1020,95;-;1117,54;546,32;281,72;247,48;-;281,72;-;-;563,44;563,44;563,44;-;-;554,10;281,72;-;810,94;-;-;267,82;-;-;-;-;-;-;-;-;252,37;-;-;272,38;246,55;294,81;-;554,10;252,37;-;629,82;-;252,37;281,72;-;563,44;638,67;-;-;-;-;251,11;-;-;-;-;281,72;-;818,73;-;-;27905,37
"0413040143 RECONSTRUCAO TOTAL DE ORELHA (MULTIPLOS ESTAGIOS)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;296,35;-;592,70;592,70;870,71;296,35;-;889,05;1185,40;-;596,57;970,35;677,90;342,82;1297,67;338,95;1359,67;338,95;-;681,77;1694,75;1698,62;681,77;677,90;338,95;322,33;1355,80;677,90;1694,75;338,95;1733,45;-;-;1016,85;1355,80;677,90;-;628,78;626,60;1020,72;1053,89;977,93;1016,85;1009,44;1020,72;1355,80;1016,85;965,55;677,90;2014,15;-;677,90;1355,80;1425,97;2033,70;2663,06;3728,45;2372,65;1016,85;2042,30;1694,75;1016,85;2376,52;1363,54;1355,80;1694,75;1016,85;1694,75;1977,79;2316,74;1355,80;3265,29;1359,67;338,95;1355,80;338,95;1355,80;689,51;697,25;1036,20;1694,75;1016,85;677,90;1355,80;2350,08;1355,80;1016,85;677,90;2033,70;677,90;3050,55;1016,85;2638,82;964,39;2033,70;2303,74;1016,85;1694,75;621,99;1572,29;2300,36;978,94;2376,52;1016,85;3050,55;1694,75;888,07;1750,03;1038,63;2031,63;2822,16;677,90;1355,80;1756,48;1262,01;2612,40;1985,35;3321,84;1694,75;2715,43;2677,33;338,95;4019,50;3050,55;3669,57;4299,14;4016,10;3620,00;5330,46;3333,88;2715,47;5333,95;2317,38;3389,50;3697,92;1643,45;2711,60;4012,39;3672,54;2943,77;2217,55;7590,44;4067,40;6381,17;1694,75;677,90;4303,62;2711,60;3389,50;-;-;-;677,90;4067,40;4745,30;5195,73;1898,39;8008,78;3283,98;1354,36;-;280758,18
"0413040151 TRANSFERENCIA INTERMEDIARIA DE RETALHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;382,82;-;-;1548,93;839,50;689,83;-;382,82;799,59;756,04;-;382,82;-;1240,35;-;732,74;-;-;1240,35;540,99;-;-;917,20;-;421,19;-;-;-;1227,30;396,95;1060,86;413,45;917,20;826,90;-;-;413,45;1240,35;413,45;-;402,12;2054,27;2009,62;1551,08;3715,50;2078,86;2164,00;1661,54;-;-;-;826,90;826,90;826,90;1640,97;826,90;1637,19;2007,19;750,56;2779,01;1665,28;452,15;1151,21;1981,55;1275,18;1240,35;1240,35;1455,08;1169,33;746,83;1203,76;2723,29;1583,28;743,35;339,12;1240,35;750,11;1487,54;798,66;1177,54;1209,32;781,25;325,17;413,45;413,45;1140,60;1130,41;1316,46;2239,36;-;1597,91;1128,27;413,45;611,55;1227,30;1224,74;1185,26;1292,12;833,72;855,67;369,09;-;3634,18;813,85;1155,55;413,45;1577,36;1770,11;736,35;-;400,40;1260,89;1640,75;1907,05;1890,80;1557,97;1370,59;1000,05;1834,48;1365,11;1490,94;385,62;1563,49;338,33;1315,44;650,58;1349,95;732,89;1613,89;1422,19;325,46;817,49;735,95;1245,76;1847,83;380,20;386,38;678,43;978,48;818,91;1870,31;1319,00;3857,76;1822,06;2059,13;2336,38;2251,29;1149,51;1452,31;925,48;1929,07;3770,61;1213,95;4417,82;2847,01;2006,17;1622,35;479,62;1201,07;3145,12;2766,98;177527,60
"0413040160 TRATAMENTO CIRURGICO DE ELEFANTIASE AO NIVEL DO PE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;603,91;-;-;-;-;-;556,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1160,35
"0413040178 TRATAMENTO CIRURGICO DE LESOES EXTENSAS C/ PERDA DE SUBSTANCIA CUTANEA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1266,72;3483,47;43311,13;128303,44;413647,69;344857,91;341562,01;368684,10;403864,13;333040,76;397743,63;408881,05;465840,35;413043,79;397841,58;319173,77;440964,63;421243,04;610585,27;472712,64;470922,75;463713,27;541329,65;523669,31;471433,58;540447,63;533948,51;534711,30;515223,52;466973,96;631834,73;570973,19;563758,77;489798,87;522360,91;567547,52;521267,95;607305,63;564906,58;304090,59;247059,75;171117,36;253054,47;249332,63;268104,56;333335,87;532864,64;462147,16;420332,74;417813,32;382013,42;270142,80;326825,34;368227,13;468384,45;310968,07;429578,31;418197,91;414182,98;454206,16;462172,06;473425,41;510090,27;476549,68;567989,51;451735,16;468361,09;462875,30;485224,23;446318,26;399418,14;456802,24;434823,32;413172,30;221726,54;359151,43;428943,68;340493,27;479902,60;443383,51;481194,13;466093,06;412443,21;463397,45;497502,02;476482,22;472465,96;371701,93;487278,30;403009,04;500580,50;394298,96;320258,49;309470,16;315378,20;363499,70;305127,17;281669,89;234865,78;171731,14;266500,64;254083,33;272500,09;268128,27;284347,72;278183,56;255602,12;263876,42;251928,26;300498,46;244764,16;282447,52;264035,41;241044,92;303005,11;285594,91;324879,21;308557,00;330491,21;358073,90;362720,48;329570,53;345489,45;289637,63;320308,75;293032,42;334371,51;325504,88;318338,48;335936,51;286659,79;351011,92;319423,42;309298,34;309981,00;248568,01;315147,32;296895,38;309580,84;352252,20;400829,80;369142,10;390034,35;430393,88;419199,65;412105,40;367920,68;379245,09;351637,45;380975,95;344715,97;304485,68;348418,13;424124,17;428373,54;464139,10;441350,32;449766,16;448819,74;416862,47;457522,96;419637,76;308219,00;61995354,14
"0413040186 TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL DA AXILA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2254,20;6311,76;1803,36;4057,56;4508,40;3184,70;3549,74;4973,65;4908,02;5186,59;5348,28;5410,06;7324,70;5820,44;6867,61;5851,14;7297,74;4983,36;8878,26;8483,19;5440,44;5516,94;9819,50;7717,24;3686,83;5130,70;6461,30;6786,51;10630,08;6180,30;5052,57;3174,39;2648,55;1973,58;3534,11;4918,47;3688,62;6341,33;5899,95;7636,79;5188,77;4170,58;6038,91;7492,95;8599,76;2629,20;2103,36;3086,28;2103,36;4122,14;1055,55;1492,43;1577,52;4835,54;3155,04;1577,52;2103,36;2629,20;1577,52;2539,44;2109,31;3665,01;3155,04;2629,20;3155,04;4733,64;3160,99;3155,04;4187,69;4748,04;2633,79;4217,25;3166,65;7278,54;2922,65;3680,88;1577,52;1577,52;3155,04;4749,58;3050,91;3587,13;1051,68;1051,68;2101,65;5306,92;964,59;3168,18;5111,31;2535,45;2109,32;3589,92;2094,70;440,74;525,84;1035,57;2709,65;2111,10;3144,03;1447,41;966,59;966,59;1494,19;3315,14;2086,04;3094,81;2094,70;1492,42;2499,68;2106,15;1054,47;1051,68;1140,70;1703,68;1058,20;1054,47;967,66;-;-;1589,44;964,59;525,84;726,52;1557,14;2667,65;-;-;2167,88;2124,04;975,25;438,75;523,83;525,84;497,52;1054,47;484,86;503,74;525,84;1036,10;525,84;874,51;-;1539,64;-;1290,06;-;1060,42;-;-;-;-;-;768,04;-;-;-;639,14;-;-;-;457849,71
"0413040194 TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL DO COTOVELO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;548,24;274,12;274,12;-;548,24;822,36;-;548,24;274,12;274,12;-;1199,84;315,61;315,61;946,83;-;315,61;953,83;315,61;631,22;-;315,61;-;-;-;315,61;-;-;-;315,61;-;-;1578,05;-;631,22;315,61;-;568,62;315,61;-;315,61;315,61;-;-;-;315,61;-;-;-;-;315,61;-;-;631,22;-;-;-;631,22;315,61;315,61;-;-;-;776,94;-;-;-;568,62;-;303,53;-;-;442,88;-;315,61;315,61;253,89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;315,61;-;-;-;315,61;-;-;-;357,85;-;518,64;834,84;397,50;-;-;-;315,61;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;293,99;-;683,93;-;-;-;-;563,97;-;-;-;399,18;-;-;-;-;-;-;348,76;-;-;-;-;-;-;-;24392,33
"0413040208 TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL DOS DEDOS DA MAO/PE S/ COMPROMETIMENTO TENDINOSO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1111,55;222,31;444,62;889,24;-;222,31;222,31;444,62;456,95;444,62;256,23;256,23;256,23;-;-;-;-;-;256,23;256,23;256,23;256,23;-;256,23;256,23;256,23;256,23;308,29;520,20;564,52;-;-;-;256,23;524,07;-;283,32;-;520,20;264,27;1032,66;-;516,33;-;256,23;1024,92;-;-;-;-;-;-;-;-;-;-;-;256,23;-;-;-;512,46;-;512,46;722,26;-;256,23;-;308,29;-;-;-;246,70;-;256,23;-;-;195,62;246,70;-;-;197,34;-;512,46;-;-;-;256,23;-;439,61;-;-;239,19;256,23;256,23;-;-;250,14;-;-;-;502,93;-;256,23;586,11;-;-;242,87;-;-;256,23;470,59;1048,77;-;-;533,03;-;256,23;416,10;256,23;256,23;-;256,23;-;256,23;208,93;454,38;473,68;483,21;-;-;223,85;256,23;662,05;451,06;654,99;472,16;492,49;1101,86;1324,90;713,92;749,87;642,96;-;530,89;502,93;214,70;-;-;-;-;365,54;256,23;-;-;-;248,25;-;-;36348,00
"0413040216 TRATAMENTO CIRÚRGICO DE RETRAÇÃO CICATRICIAL EM UM ESTÁGIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;318,67;-;-;256,75;770,25;1027,00;1469,97;256,75;1283,75;513,50;727,83;770,25;1996,05;296,51;296,51;593,02;889,53;963,65;1122,19;593,02;-;1213,13;1710,51;1746,36;1294,00;893,40;1679,60;3565,86;1842,48;514,64;593,02;1474,05;1906,70;596,89;300,38;1482,55;-;227,96;1425,45;-;889,53;1967,10;593,02;296,51;1193,78;2316,59;1136,02;1701,35;1430,15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;488,30;-;-;-;-;-;-;491,71;488,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;488,30;-;488,30;-;-;-;-;-;-;-;-;-;1528,86;-;-;-;467,12;476,60;-;-;-;667,34;1183,46;-;1736,66;467,12;934,24;-;-;-;-;914,25;-;-;-;476,60;964,90;-;476,60;476,60;1253,54;949,25;698,41;-;-;459,30;653,05;-;-;441,84;1336,00;-;-;1129,32;-;-;-;-;-;-;882,77;-;-;-;-;682,17;571,57;-;70408,71
"0413040224 TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL NA REGIAO POPLITEA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;450,84;-;1352,52;450,84;-;450,84;901,68;826,88;1356,39;-;525,84;545,19;436,08;436,08;1051,68;533,58;1051,68;1090,38;971,66;525,84;1059,42;961,92;529,71;-;-;1059,42;1051,68;2103,35;1577,52;525,84;529,71;1059,42;-;2015,52;529,71;525,84;525,84;-;525,84;1051,68;-;525,84;1059,42;1941,35;525,84;-;1063,29;513,54;2734,36;-;525,84;-;525,84;525,84;-;1051,68;525,84;525,84;1051,67;-;529,71;1498,17;-;525,84;-;-;654,01;525,84;546,20;1577,52;525,84;-;529,71;-;-;1051,68;-;-;525,84;525,84;-;525,84;525,84;651,07;1051,68;964,59;525,84;966,59;525,84;-;-;-;-;440,75;695,79;-;-;-;-;-;-;-;-;513,06;-;-;-;-;-;448,09;-;1058,47;-;525,84;-;763,75;-;-;-;-;-;-;-;754,96;-;-;1246,83;-;-;524,82;-;-;-;-;-;-;-;-;-;-;525,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63938,30
"0413040232 TRATAMENTO CIRURGICO NAO ESTETICO DA ORELHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;338,79;2371,53;2371,53;3049,11;3387,90;3072,33;3669,01;5809,38;3728,71;2371,53;3142,48;2192,01;1175,64;1175,64;1175,64;3918,80;3526,92;3938,15;3538,53;2732,85;6270,08;3135,04;4371,56;1878,86;3154,39;1878,85;3128,09;4353,25;5075,54;2740,70;1179,51;2366,76;3897,96;3534,66;4241,74;3530,79;2362,89;4310,68;3918,80;4670,24;5038,57;4702,56;6386,98;4318,42;3526,92;2351,28;4314,55;2743,16;4085,62;4322,29;1959,40;3526,92;5878,20;3526,92;5453,92;4310,68;3146,65;3838,25;4702,56;2355,15;4296,64;3526,92;3918,80;4226,77;4986,07;1959,40;5878,20;3526,92;7761,79;9324,57;6277,53;1959,40;5888,34;5106,05;6270,08;5094,44;3918,80;5878,20;4310,68;5878,20;5094,44;5878,20;5878,20;6270,08;3918,80;17634,60;4664,76;9797,00;9405,12;7430,76;3908,49;7381,10;6661,96;6649,98;6259,77;3908,49;4683,66;6495,98;6273,95;6266,86;5091,19;7449,59;6184,22;5490,19;7445,72;6690,81;10189,94;4672,93;2351,28;7837,60;3526,92;4438,96;3918,80;4737,23;4561,86;4254,66;1959,40;3918,80;2732,85;2743,16;4702,56;3135,04;783,76;3906,82;3526,92;1959,40;3918,80;2351,28;7043,53;3516,61;5412,39;3796,11;1933,23;2777,99;3534,67;3034,64;2750,91;2278,85;2351,28;3135,04;3135,04;4244,35;1175,64;3135,04;3463,30;2743,16;3135,04;1567,52;-;-;-;433,22;1175,64;391,88;780,71;1567,52;718,30;-;1567,52;-;636905,69
"0413040240 TRATAMENTO CIRURGICO P/ REPARACOES DE PERDA DE SUBSTANCIA DA MAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;555,54;306,69;-;277,77;277,77;238,34;-;-;277,77;277,77;-;-;-;640,12;-;-;-;-;-;-;324,20;324,20;664,70;-;1281,97;-;-;-;324,20;324,20;648,40;324,20;3219,66;2587,05;648,40;988,08;2572,24;1296,80;4856,69;2870,69;2585,32;2593,60;2560,55;1932,33;1613,49;2234,23;2818,73;972,60;3242,00;5507,83;2801,28;2238,03;3504,70;3194,07;2866,18;4451,25;2910,10;3206,19;2884,68;4518,42;5759,11;2825,68;2210,74;2568,76;2282,01;2441,31;2907,40;2828,72;4777,64;2297,20;3543,43;4874,65;2232,74;2577,04;4521,06;3557,58;2917,87;2579,02;4519,27;2901,24;4505,68;2570,83;1575,57;1266,18;324,20;1296,80;2208,27;1950,65;626,06;1880,41;2433,61;324,20;2062,86;680,78;4077,77;5155,42;5614,91;2735,90;1343,46;981,98;2033,28;1345,21;8730,92;4696,47;3375,37;6315,25;1686,18;6594,34;2536,00;4984,88;683,23;2886,43;2411,99;2247,61;5159,57;2881,14;3876,13;3726,39;2958,44;1926,70;4802,24;4522,13;3044,41;3540,13;4855,51;4772,43;2416,40;2242,14;3109,34;3197,15;2574,12;2593,06;2544,48;2544,12;1608,44;3064,80;3329,63;3535,15;2878,90;5110,70;6564,64;5224,96;4743,50;7564,97;4607,16;2071,29;1664,99;1996,00;1590,38;1443,26;2267,95;1296,80;2854,59;2596,28;2422,08;1954,64;2271,16;2275,89;2611,40;1238,80;390082,59
"0413040259 DERMOLIPECTOMIA ABDOMINAL CIRCUNFERENCIAL PÓS CIRURGIA BARIATRICA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2104,40;-;-;-;1052,20;-;-;-;-;-;-;-;-;-;-;1052,20;-;-;-;-;-;-;-;975,04;-;-;-;-;1052,20;-;-;-;-;883,84;851,87;-;1052,20;1052,20;-;-;-;-;1052,20;1052,20;1052,20;-;-;-;-;-;-;-;-;-;-;2104,40;-;-;-;-;-;-;-;-;-;-;-;-;-;1052,20;-;-;-;-;-;-;-;-;-;1068,50;-;-;-;-;-;-;-;-;-;-;-;916,05;-;-;-;-;18373,90
"0413040267 RECONSTRUÇÃO POR MICROCIRURGIA QUALQUER PARTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3793,77;-;-;-;-;7635,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5527,25;-;-;-;16956,62
